Subject,Number,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,courseDesc,averageGPA,studentCount
CS,357,Numerical Methods I,"Hirani, Anil N",10,53,13,42,25,12,8,26,16,1,21,0,9,2,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",2.823,238
CS,357,Numerical Methods I,"Kloeckner, Andreas P",83,273,108,94,100,73,65,66,36,39,33,15,26,7,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",3.033,1018
CS,357,Numerical Methods I,"Olson, Luke",49,137,67,80,88,44,48,44,20,18,14,8,14,1,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",3.034,632
CS,357,Numerical Methods I,"Semeraro, Bart D",38,47,51,48,65,38,29,27,12,9,7,8,5,0,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",2.993,384
CS,357,Numerical Methods I,"Shaffer, Eric G",7,141,61,31,64,29,28,37,15,8,9,4,8,0,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",3.111,442
CS,357,Numerical Methods I,"Silva, Mariana T",109,265,159,130,132,69,71,63,39,23,19,18,24,2,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",3.132,1123
CS,357,Numerical Methods I,"Yershova, Ganna",9,37,18,26,25,11,19,7,9,0,2,0,2,0,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. ",3.129,165
CS,361,Prob & Stat for Computer Sci,"Barber, Richard C",14,52,12,6,9,1,0,7,2,1,2,0,9,0,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. ",3.29,115
CS,361,Prob & Stat for Computer Sci,"Peng, Jian",12,16,7,14,6,1,4,2,2,0,1,0,1,0,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. ",3.373,66
CS,361,Prob & Stat for Computer Sci,"Sinha, Saurabh",8,21,14,3,6,6,1,1,0,0,2,1,1,0,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. ",3.412,64
CS,361,Prob & Stat for Computer Sci,"Varodayan, David",26,60,30,17,27,11,12,9,4,5,6,2,10,1,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. ",3.14,220
CS,373,Theory of Computation,"Cunningham, Ryan M",11,9,1,3,4,1,1,4,2,0,3,0,0,0,Finite automata and regular languages; pushdown automata and context-free languages; Turing machines and recursively enumerable sets; computability and the halting problem; undecidable problems. ,3.205,39
CS,373,Theory of Computation,"Lavalle, Steven M",5,19,6,10,19,13,7,14,5,0,6,0,1,2,Finite automata and regular languages; pushdown automata and context-free languages; Turing machines and recursively enumerable sets; computability and the halting problem; undecidable problems. ,2.873,107
CS,373,Theory of Computation,"Meseguer, Jose",5,26,21,7,15,14,14,24,6,4,3,1,3,0,Finite automata and regular languages; pushdown automata and context-free languages; Turing machines and recursively enumerable sets; computability and the halting problem; undecidable problems. ,2.842,143
CS,373,Theory of Computation,"Parthasarathy, Madhusudan",14,35,22,16,31,29,26,35,23,11,6,13,7,1,Finite automata and regular languages; pushdown automata and context-free languages; Turing machines and recursively enumerable sets; computability and the halting problem; undecidable problems. ,2.607,269
CS,373,Theory of Computation,"Viswanathan, Mahesh",37,191,90,81,81,63,43,45,50,14,1,0,2,1,Finite automata and regular languages; pushdown automata and context-free languages; Turing machines and recursively enumerable sets; computability and the halting problem; undecidable problems. ,3.176,699
CS,374,Intro to Algs & Models of Comp,"Al-Hassanieh, Haitham",3,15,9,20,17,23,21,18,9,6,4,4,4,0,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.606,153
CS,374,Intro to Algs & Models of Comp,"Borisov, Nikita",5,16,9,8,4,11,5,10,8,2,0,2,6,1,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.722,87
CS,374,Intro to Algs & Models of Comp,"Chekuri, Chandra S",36,100,66,83,101,84,88,60,67,43,21,10,14,0,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.732,773
CS,374,Intro to Algs & Models of Comp,"Erickson, Jeff G",26,76,52,66,65,69,81,65,53,59,28,10,21,2,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.561,673
CS,374,Intro to Algs & Models of Comp,"Har-Peled, Sariel",16,73,61,62,69,73,106,84,68,53,21,8,18,1,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.547,713
CS,374,Intro to Algs & Models of Comp,"Viswanathan, Mahesh",5,55,21,27,10,34,6,32,20,38,12,4,0,2,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. ",2.668,266
CS,398,Applied Cloud Computing,"Brunner, Robert J",13,14,13,3,8,4,0,2,0,0,0,0,3,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.406,60
CS,398,Computer Architecture,"Garzaran, Maria J",4,42,6,12,64,3,4,35,0,2,12,3,6,3,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.808,196
CS,398,Computer Architecture,"Zilles, Craig",40,145,58,32,229,28,24,96,8,2,45,2,39,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,2.85,750
CS,398,Deep Learning,"Sirignano, Justin A",8,30,2,1,0,0,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.921,42
CS,398,Introduction to Data Science,"Stodden, Victoria",10,7,2,5,2,1,1,0,0,0,0,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.551,29
CS,410,Text Information Systems,"Zhai, Chengxiang",622,646,154,67,68,33,2,10,1,0,3,1,4,4,"Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management. 3 undergraduate hours. 3 or 4 graduate hours. ",3.838,1615
CS,411,Database Systems,"Alawini, Abdussalam A",129,119,85,55,34,11,5,2,4,4,2,1,0,4,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.656,455
CS,411,Database Systems,"Chang, Kevin C",66,153,195,125,181,163,67,62,55,20,12,21,33,4,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",2.958,1157
CS,411,Database Systems,"Cunningham, Ryan M",31,169,39,26,89,8,5,10,0,0,1,0,0,0,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.573,378
CS,411,Database Systems,"Parameswaran, Aditya G",27,80,213,176,78,29,0,1,0,0,0,0,0,1,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.492,605
CS,411,Database Systems,"Sinha, Saurabh",84,179,88,60,129,69,22,35,21,3,5,2,3,1,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.304,701
CS,411,Database Systems,"Weninger, Timothy E",1,8,11,2,3,1,1,1,0,0,0,0,0,0,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.537,28
CS,411,Database Systems,"Zhao, Peixiang",4,34,27,25,23,19,16,7,4,4,1,3,1,0,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. ",3.097,168
CS,412,Introduction to Data Mining,"Chang, Kevin C",25,53,79,30,37,41,14,15,29,6,7,3,19,3,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. ",2.934,361
CS,412,Introduction to Data Mining,"Han, Jiawei",143,340,268,156,154,102,39,36,13,1,11,1,42,13,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. ",3.344,1319
CS,412,Introduction to Data Mining,"Li, Qi",30,71,45,30,27,21,24,10,2,0,4,0,2,0,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. ",3.344,266
CS,412,Introduction to Data Mining,"Sinha, Saurabh",4,8,3,8,5,3,0,1,4,3,0,0,2,0,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. ",2.959,41
CS,412,Introduction to Data Mining,"Sundaram, Hari",50,118,66,24,37,30,23,13,5,0,3,0,4,2,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. ",3.421,375
CS,414,Multimedia Systems,"Nahrstedt, Klara",6,29,13,7,23,9,3,10,2,0,3,0,0,0,"Organization and structure of modern multimedia systems; audio and video encoding; quality of service concepts; scheduling algorithms for multimedia within OS and networks multimedia protocols over high-speed networks; synchronization schemes, user-interface design; multimedia teleservices. ",3.213,105
CS,418,Interactive Computer Graphics,"Hart, John C",102,361,188,141,129,79,33,39,9,4,14,3,19,5,"Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. ",3.39,1126
CS,418,Interactive Computer Graphics,"Shaffer, Eric G",57,265,133,96,112,81,40,63,19,0,56,0,35,8,"Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. ",3.088,965
CS,419,Production Computer Graphics,"Forsyth, David A",2,5,5,5,4,0,2,0,0,0,1,0,1,0,"Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. ",3.226,25
CS,419,Production Computer Graphics,"Shaffer, Eric G",14,33,16,13,4,3,2,4,0,0,1,0,3,0,"Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. ",3.48,93
CS,420,Parallel Progrmg: Sci & Engrg,"Kale, Laxmikant V",12,52,27,26,24,15,6,4,3,0,2,1,0,0,"Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. ",3.392,172
CS,420,Parallel Progrmg: Sci & Engrg,"Padua, David A",16,22,8,15,15,5,6,7,1,0,0,1,0,1,"Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. ",3.333,97
CS,420,Parallel Progrmg: Sci & Engrg,"Snir, Marc",3,11,8,10,13,18,6,3,5,2,2,0,0,1,"Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. ",2.947,82
CS,421,Progrmg Languages & Compilers,"Agha, Gul A",18,61,22,18,8,16,9,6,1,2,1,2,2,1,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.392,167
CS,421,Progrmg Languages & Compilers,"Beckman, A M",191,465,124,85,88,40,35,42,13,0,26,0,14,1,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.514,1124
CS,421,Progrmg Languages & Compilers,"Griffith, Dennis E",1,4,2,2,1,4,1,2,1,0,0,1,2,0,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",2.683,21
CS,421,Progrmg Languages & Compilers,"Gunter, Elsa",84,255,72,78,117,48,41,60,23,12,15,10,11,10,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.209,836
CS,421,Progrmg Languages & Compilers,"Kamin, Samuel N",40,120,21,19,46,17,23,47,11,2,10,0,10,4,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.121,370
CS,421,Progrmg Languages & Compilers,"Misailovic, Sasa",14,101,9,9,13,3,8,6,3,1,3,4,2,0,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.481,176
CS,421,Progrmg Languages & Compilers,"Parthasarathy, Madhusudan",5,69,4,4,3,5,5,3,2,1,1,3,0,1,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.54,106
CS,421,Progrmg Languages & Compilers,"Rosu, Grigore",16,33,23,20,29,11,15,12,8,0,7,2,3,1,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. ",3.039,180
CS,422,Programming Language Design,"Rosu, Grigore",8,9,2,0,0,3,0,0,0,0,0,0,0,0,Exploration of major language design paradigms using imperative and functional programming as unifying themes. Tools include both practical language processor construction and theoretical models. 3 undergraduate hours. 3 or 4 graduate hours. ,3.789,22
CS,423,Operating Systems Design,"Abdelzaher, Tarek",91,153,60,43,39,16,6,1,2,0,3,2,1,3,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. ",3.652,420
CS,423,Operating Systems Design,"Bates, Adam M",18,40,25,24,44,34,14,14,8,0,8,1,3,0,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. ",3.043,233
CS,423,Operating Systems Design,"Campbell, R H",3,7,11,5,6,0,0,0,0,0,0,0,0,0,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. ",3.594,32
CS,423,Operating Systems Design,"Gunter, Elsa",4,8,2,9,4,0,3,2,1,0,0,0,0,0,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. ",3.332,33
CS,423,Operating Systems Design,"Nahrstedt, Klara",14,21,4,9,24,5,3,5,0,0,0,0,0,0,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. ",3.376,85
CS,424,Real-Time Systems,"Abdelzaher, Tarek",15,40,38,29,23,9,6,5,1,0,2,0,0,0,Examples of real-time computing systems; real-time scheduling and resource management algorithms; analytical and efficient validation methods. Examples of real-time operating systems; temporal consistency of real-time data; formal methods for specification of and reasoning about timing constraints. 3 undergraduate hours. 3 or 4 graduate hours. ,3.433,168
CS,424,Real-Time Systems,"Sha, Lui R",6,31,4,4,3,0,1,1,0,0,0,0,0,0,Examples of real-time computing systems; real-time scheduling and resource management algorithms; analytical and efficient validation methods. Examples of real-time operating systems; temporal consistency of real-time data; formal methods for specification of and reasoning about timing constraints. 3 undergraduate hours. 3 or 4 graduate hours. ,3.787,50
CS,425,Distributed Systems,"Borisov, Nikita",39,71,69,54,58,47,33,21,12,11,8,5,15,3,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. ",3.019,446
CS,425,Distributed Systems,"Gupta, Indranil",109,178,394,303,190,106,11,8,2,0,2,0,21,10,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. ",3.401,1334
CS,425,Distributed Systems,"Montanari, Mirko",3,5,8,1,2,3,2,0,0,0,0,0,0,2,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. ",3.473,26
CS,425,Distributed Systems,"Nagaraja, Shishir",2,2,2,4,3,5,5,4,5,0,0,0,2,0,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. ",2.559,34
CS,425,Distributed Systems,"Vaidya, Nitin H",20,132,88,104,128,66,48,39,9,8,3,2,4,2,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. ",3.16,653
CS,426,Compiler Construction,"Adve, Vikram S",8,29,17,13,13,10,2,7,0,0,1,0,3,1,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. ",3.292,104
CS,427,Software Engineering I,"Dig, Daniel",4,45,26,37,15,7,3,3,2,0,0,0,2,0,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. ",3.435,144
CS,427,Software Engineering I,"Johnson, Ralph E",15,27,28,12,7,6,2,1,0,0,2,0,0,1,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. ",3.564,101
CS,427,Software Engineering I,"Marinov, Darko",35,81,68,73,49,23,15,9,2,2,0,0,2,0,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. ",3.409,359
CS,427,Software Engineering I,"Rosu, Grigore",24,53,36,37,43,22,23,7,3,2,2,0,2,0,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. ",3.261,254
CS,427,Software Engineering I,"Xie, Tao",91,82,58,45,27,5,2,1,1,3,0,0,3,3,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. ",3.652,321
CS,428,Software Engineering II,"Dig, Daniel",0,4,10,1,7,6,0,0,0,0,0,0,0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. ",3.323,28
CS,428,Software Engineering II,"Johnson, Ralph E",2,8,7,5,1,1,0,0,0,0,0,0,0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. ",3.667,24
CS,428,Software Engineering II,"Marinov, Darko",5,20,18,7,13,10,3,0,1,0,0,0,1,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. ",3.381,78
CS,428,Software Engineering II,"Xie, Tao",15,21,12,10,8,3,0,0,0,0,0,0,0,0,"Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. ",3.672,69
CS,429,"Software Engineering II, ACP","Dig, Daniel",8,15,27,10,23,17,0,5,2,0,0,0,1,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. ,3.26,108
CS,429,"Software Engineering II, ACP","Johnson, Ralph E",4,20,16,15,10,6,1,0,0,0,0,0,0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. ,3.514,72
CS,429,"Software Engineering II, ACP","Marinov, Darko",24,57,66,35,33,28,5,7,0,0,0,0,0,1,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. ,3.46,256
CS,429,"Software Engineering II, ACP","Xie, Tao",28,35,42,43,39,11,8,3,0,0,1,0,0,0,Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. ,3.435,210
CS,431,Embedded Systems,"Caccamo, Marco",25,41,23,56,74,42,11,84,5,0,30,0,12,2,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. ,2.732,405
CS,431,Embedded Systems,"Sha, Lui R",56,99,62,92,76,31,12,25,4,3,4,0,3,0,A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. ,3.335,467
CS,433,Computer System Organization,"Adve, Sarita V",27,97,75,72,73,28,11,9,5,2,4,1,4,2,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. ,3.343,410
CS,433,Computer System Organization,"Fletcher, Christopher W",5,9,12,6,6,4,1,3,1,0,1,0,0,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. ,3.327,48
CS,433,Computer System Organization,"Garzaran, Maria J",4,6,0,1,3,0,2,4,0,0,0,0,1,0,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. ,3.095,21
CS,433,Computer System Organization,"Torrellas, Josep",16,28,3,8,25,5,1,8,2,0,1,0,2,1,Computer system analysis and design. Organizational dependence on computations to be performed; speed and cost of parts and overall machines; instruction set design; pipeline and vector machines; memory hierarchy design. ,3.279,100
CS,438,Communication Networks,"Al-Hassanieh, Haitham",7,20,12,9,23,3,5,2,0,0,0,0,0,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",3.391,81
CS,438,Communication Networks,"Borisov, Nikita",2,11,9,8,7,12,9,8,4,2,1,0,8,0,"Layered architectures and the OSI Reference Model; design issues and protocols in the transport, network, and data link layers; architectures and control algorithms of local-area, point-to-point, and satellite networks; standards in networks access protocols; models of network interconnection; overview of networking and communication software. ",2.618,81
