courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
225,Data Structures,2015,Spring,"Heeren, Cinda",52,145,109.0,64.0,47,26.0,28.0,23,10.0,14.0,10,0.0,17,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2016,Fall,"Heeren, Cinda",26,296,87.0,54.0,73,25.0,30.0,47,0.0,0.0,35,0.0,28,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2016,Spring,"Heeren, Cinda",16,210,83.0,40.0,76,24.0,20.0,42,0.0,0.0,30,0.0,23,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2016,Spring,"Yershova, Ganna",0,17,14.0,5.0,10,6.0,1.0,6,0.0,0.0,5,0.0,7,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2017,Fall,"Fagen-Ulmschnei, Wade A",235,87,54.0,46.0,57,33.0,28.0,42,17.0,24.0,23,28.0,30,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2017,Spring,"Heeren, Cinda",19,312,55.0,39.0,53,27.0,16.0,44,0.0,0.0,56,0.0,48,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2018,Fall,"Fagen-Ulmschnei, Wade A",25,408,41.0,45.0,44,22.0,28.0,22,15.0,6.0,9,11.0,21,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2018,Spring,"Fagen-Ulmschnei, Wade A",19,312,41.0,32.0,43,33.0,15.0,24,12.0,7.0,13,17.0,39,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
225,Data Structures,2019,Spring,"Zilles, Craig",23,232,34.0,29.0,25,15.0,12.0,12,11.0,13.0,10,5.0,37,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. "
231,Computer Architecture I,2010,Fall,"Garzaran, Maria J",8,20,11.0,7.0,31,6.0,1.0,32,4.0,0.0,16,0.0,5,"Introduction to computer architecture, working up from the logic gate level: combinational and sequential networks; computer arithmetic; arithmetic/logic units; memory organization; control unit design. Credit is not given for both CS 231 and ECE 290. "
231,Computer Architecture I,2010,Spring,"Kale, Laxmikant V",4,27,5.0,5.0,39,8.0,5.0,19,7.0,5.0,6,1.0,6,"Introduction to computer architecture, working up from the logic gate level: combinational and sequential networks; computer arithmetic; arithmetic/logic units; memory organization; control unit design. Credit is not given for both CS 231 and ECE 290. "
231,Computer Architecture I,2011,Fall,"Garzaran, Maria J",6,53,2.0,7.0,39,4.0,8.0,41,2.0,0.0,17,0.0,4,"Introduction to computer architecture, working up from the logic gate level: combinational and sequential networks; computer arithmetic; arithmetic/logic units; memory organization; control unit design. Credit is not given for both CS 231 and ECE 290. "
231,Computer Architecture I,2011,Spring,"Kale, Laxmikant V",8,28,7.0,14.0,39,15.0,13.0,25,8.0,0.0,8,0.0,11,"Introduction to computer architecture, working up from the logic gate level: combinational and sequential networks; computer arithmetic; arithmetic/logic units; memory organization; control unit design. Credit is not given for both CS 231 and ECE 290. "
232,Computer Architecture II,2010,Fall,"Kumar, Viraj",6,23,16.0,16.0,30,6.0,3.0,7,0.0,1.0,0,1.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2010,Spring,"Aggarwal, Arushi",7,8,3.0,1.0,6,1.0,1.0,0,1.0,0.0,0,0.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2010,Spring,"Cunningham, Ryan M",8,6,3.0,4.0,13,2.0,2.0,0,0.0,1.0,0,0.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2010,Spring,"Guzman Rivera, Abner",4,7,3.0,3.0,13,4.0,2.0,1,2.0,0.0,0,0.0,1,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2010,Spring,"Kumar, Viraj",6,7,3.0,2.0,14,0.0,4.0,2,0.0,0.0,0,0.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2010,Spring,"Sukumar, Pritam P",8,7,2.0,3.0,12,0.0,3.0,3,0.0,0.0,1,0.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2011,Fall,"Zilles, Craig",8,27,7.0,8.0,37,4.0,8.0,19,3.0,0.0,8,0.0,3,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
232,Computer Architecture II,2011,Spring,"Kumar, Viraj",7,34,26.0,18.0,24,12.0,4.0,5,4.0,0.0,0,0.0,0,"Second-level course in computer architecture. Machine-level programming, instruction sets, data representations; subroutines; input/output hardware and software; linking and loading; relation to high-level languages. Credit is not given for both CS 232 and ECE 390. (Counts for advanced hours in LAS.) "
233,Computer Architecture,2014,Fall,"Zilles, Craig",8,37,15.0,13.0,57,13.0,6.0,16,4.0,4.0,13,0.0,11,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2015,Fall,"Zilles, Craig",12,81,12.0,13.0,93,9.0,7.0,53,9.0,0.0,8,5.0,11,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2015,Spring,"Zilles, Craig",12,71,17.0,13.0,83,4.0,12.0,41,2.0,4.0,26,9.0,19,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2016,Fall,"Zilles, Craig",13,142,15.0,14.0,83,7.0,6.0,43,4.0,2.0,21,2.0,22,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2016,Spring,"Zilles, Craig",7,64,7.0,5.0,35,6.0,5.0,24,1.0,1.0,10,2.0,13,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2017,Fall,"Herman, Geoffrey L",2,144,8.0,8.0,63,7.0,5.0,38,2.0,0.0,14,0.0,18,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2017,Spring,"Herman, Geoffrey L",5,69,4.0,12.0,44,0.0,2.0,15,1.0,0.0,14,0.0,24,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2018,Fall,"Herman, Geoffrey L",13,166,11.0,12.0,57,8.0,4.0,43,3.0,1.0,18,0.0,13,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2018,Spring,"Herman, Geoffrey L",5,94,6.0,13.0,49,5.0,6.0,13,5.0,1.0,6,4.0,12,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
233,Computer Architecture,2019,Spring,"Herman, Geoffrey L",14,131,12.0,3.0,43,3.0,2.0,23,1.0,0.0,19,0.0,12,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. "
241,System Programming,2010,Fall,"Caccamo, Marco",10,11,12.0,13.0,13,7.0,5.0,19,6.0,0.0,18,0.0,13,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2010,Spring,"Kravets, Robin H",4,45,3.0,3.0,18,7.0,6.0,19,9.0,2.0,7,5.0,8,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2011,Fall,"Kravets, Robin H",3,18,8.0,7.0,21,3.0,3.0,20,7.0,5.0,3,3.0,17,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2011,Spring,"Kravets, Robin H",3,13,10.0,8.0,27,11.0,4.0,13,5.0,8.0,14,7.0,12,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2012,Fall,"Kravets, Robin H",3,29,6.0,6.0,25,6.0,4.0,17,5.0,4.0,24,3.0,21,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2012,Spring,"Fagen, Wade A",2,3,2.0,1.0,4,2.0,2.0,4,0.0,0.0,3,0.0,3,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2013,Fall,"Fagen, Wade A",3,24,19.0,14.0,29,16.0,17.0,9,10.0,0.0,15,0.0,16,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2013,Spring,"Caccamo, Marco",6,18,16.0,25.0,30,14.0,8.0,17,23.0,0.0,8,0.0,21,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2014,Fall,"Angrave, Lawrence C",21,31,38.0,56.0,31,33.0,21.0,22,28.0,11.0,11,11.0,12,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2014,Spring,"Caccamo, Marco",7,29,11.0,14.0,25,10.0,9.0,11,8.0,6.0,8,5.0,7,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2015,Fall,"Angrave, Lawrence C",14,17,13.0,33.0,16,18.0,7.0,14,8.0,13.0,7,9.0,4,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2015,Spring,"Angrave, Lawrence C",18,19,31.0,23.0,23,19.0,9.0,9,11.0,14.0,5,3.0,9,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2016,Fall,"Angrave, Lawrence C",51,48,29.0,39.0,26,19.0,15.0,8,7.0,13.0,14,8.0,17,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2016,Spring,"Angrave, Lawrence C",33,30,33.0,32.0,43,43.0,35.0,14,8.0,21.0,11,4.0,21,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2017,Fall,"Evans, Graham C",11,24,15.0,21.0,7,23.0,12.0,12,8.0,7.0,8,10.0,5,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2017,Spring,"Evans, Graham C",32,31,37.0,26.0,20,34.0,31.0,28,19.0,23.0,17,13.0,15,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2018,Fall,"Angrave, Lawrence C",45,39,26.0,21.0,18,10.0,25.0,17,10.0,10.0,6,0.0,40,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2018,Spring,"Angrave, Lawrence C",33,46,15.0,27.0,28,16.0,17.0,15,11.0,7.0,7,6.0,19,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
241,System Programming,2019,Spring,"Angrave, Lawrence C",56,34,28.0,17.0,38,12.0,17.0,11,13.0,5.0,9,17.0,9,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. "
242,Programming Studio,2010,Fall,"Woodley, Michael J",6,39,35.0,27.0,18,7.0,0.0,0,0.0,0.0,0,0.0,0,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2010,Spring,"Woodley, Michael J",33,37,16.0,8.0,6,1.0,0.0,0,0.0,0.0,0,0.0,0,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2011,Fall,"Woodley, Michael J",11,53,16.0,18.0,10,3.0,2.0,1,1.0,0.0,1,0.0,2,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2011,Spring,"Woodley, Michael J",3,25,26.0,14.0,18,5.0,1.0,3,0.0,0.0,3,0.0,0,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2012,Fall,"Woodley, Michael J",22,75,17.0,7.0,6,1.0,2.0,4,0.0,0.0,0,0.0,1,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2013,Fall,"Woodley, Michael J",9,33,34.0,27.0,21,6.0,7.0,7,2.0,1.0,2,0.0,1,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2013,Spring,"Woodley, Michael J",18,98,16.0,12.0,8,4.0,2.0,0,1.0,0.0,0,0.0,2,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2014,Fall,"Woodley, Michael J",2,19,51.0,51.0,14,19.0,9.0,7,0.0,1.0,2,0.0,1,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2014,Spring,"Woodley, Michael J",33,75,19.0,18.0,8,3.0,3.0,8,0.0,4.0,4,0.0,1,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2015,Fall,"Woodley, Michael J",4,52,60.0,24.0,8,3.0,9.0,5,1.0,3.0,1,1.0,4,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2015,Spring,"Woodley, Michael J",10,38,42.0,24.0,14,10.0,4.0,8,3.0,4.0,1,0.0,4,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2016,Fall,"Woodley, Michael J",4,40,53.0,32.0,17,6.0,11.0,6,0.0,1.0,0,0.0,1,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2016,Spring,"Woodley, Michael J",2,39,48.0,26.0,20,10.0,10.0,8,0.0,2.0,0,0.0,0,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2017,Fall,"Woodley, Michael J",13,54,77.0,33.0,9,11.0,10.0,8,4.0,1.0,4,0.0,8,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2017,Spring,"Woodley, Michael J",16,54,34.0,29.0,12,13.0,8.0,2,3.0,6.0,0,3.0,2,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2018,Fall,"Woodley, Michael J",27,49,51.0,31.0,15,10.0,7.0,6,3.0,3.0,0,2.0,9,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2018,Spring,"Woodley, Michael J",19,47,39.0,18.0,13,9.0,12.0,6,3.0,4.0,3,3.0,6,Intensive programming lab intended to strengthen skills in programming.
242,Programming Studio,2019,Spring,"Woodley, Michael J",24,60,20.0,24.0,15,7.0,6.0,4,3.0,1.0,3,0.0,1,Intensive programming lab intended to strengthen skills in programming.
296,Honors Course,2012,Fall,"Heeren, Cinda",1,22,3.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2013,Fall,"Heeren, Cinda",0,22,7.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2013,Spring,"Heeren, Cinda",3,28,7.0,5.0,5,3.0,1.0,7,0.0,0.0,0,0.0,6,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2014,Fall,"Angrave, Lawrence C",6,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,4,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2014,Fall,"Heeren, Cinda",5,25,2.0,3.0,4,1.0,0.0,0,0.0,0.0,0,0.0,4,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2014,Fall,"Zilles, Craig",3,13,0.0,4.0,10,1.0,0.0,1,2.0,0.0,0,0.0,1,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2014,Spring,"Heeren, Cinda",3,57,5.0,2.0,5,3.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2014,Spring,"Zilles, Craig",0,18,0.0,1.0,3,3.0,0.0,3,0.0,0.0,2,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2015,Fall,"Zilles, Craig",7,9,6.0,1.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2015,Spring,"Heeren, Cinda",6,38,3.0,2.0,3,1.0,0.0,0,0.0,0.0,0,0.0,3,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2015,Spring,"Zilles, Craig",2,14,4.0,1.0,10,0.0,0.0,4,0.0,0.0,2,0.0,1,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2016,Fall,"Angrave, Lawrence C",5,22,7.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2016,Fall,"Heeren, Cinda",0,53,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2016,Fall,"Zilles, Craig",2,8,7.0,1.0,0,1.0,2.0,1,1.0,1.0,0,0.0,1,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2016,Spring,"Angrave, Lawrence C",3,22,3.0,2.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2016,Spring,"Heeren, Cinda",8,25,10.0,8.0,3,2.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2017,Fall,"Fagen-Ulmschnei, Wade A",0,92,0.0,0.0,0,0.0,0.0,8,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2017,Fall,"Zilles, Craig",4,12,0.0,2.0,6,0.0,0.0,1,0.0,0.0,0,0.0,3,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2017,Spring,"Angrave, Lawrence C",7,19,3.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2017,Spring,"Heeren, Cinda",35,36,2.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2018,Fall,"Fagen-Ulmschnei, Wade A",0,72,2.0,0.0,3,2.0,0.0,2,0.0,0.0,0,0.0,1,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2018,Spring,"Fagen-Ulmschnei, Wade A",13,13,5.0,2.0,1,0.0,0.0,1,0.0,0.0,0,0.0,4,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
296,Honors Course,2019,Spring,"Fagen-Ulmschnei, Wade A",44,44,5.0,6.0,0,0.0,0.0,1,0.0,0.0,0,0.0,2,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
357,Numerical Methods I,2010,Fall,"Hirani, Anil N",8,23,0.0,14.0,7,0.0,5.0,14,12.0,0.0,15,0.0,6,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2010,Spring,"Gropp, William D",2,56,25.0,14.0,20,12.0,2.0,5,3.0,0.0,1,2.0,4,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2011,Fall,"Yershova, Ganna",9,37,18.0,26.0,25,11.0,19.0,7,9.0,0.0,2,0.0,2,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2011,Spring,"Gambill, Thomas N",14,28,25.0,31.0,28,5.0,15.0,10,4.0,2.0,5,0.0,1,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2012,Fall,"Hirani, Anil N",2,30,13.0,28.0,18,12.0,3.0,12,4.0,1.0,6,0.0,3,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
357,Numerical Methods I,2013,Fall,"Semeraro, Bart D",33,28,28.0,22.0,30,11.0,10.0,11,3.0,1.0,4,2.0,3,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. "
